Branch Name,Date,Loan Type,Loan Amount,Quarter
Nagpur,1/13/12,Home,40,2012Q1
Nagpur,1/14/12,Home,20,2012Q1
Nagpur,1/15/12,Home,25,2012Q1
Nagpur,2/3/12,Home,23,2012Q1
Nagpur,2/5/12,Home,41,2012Q1
Nagpur,2/7/12,Home,20,2012Q1
Nagpur,2/9/12,Home,50,2012Q1
Nagpur,2/11/12,Home,40,2012Q1
Nagpur,2/13/12,Home,30,2012Q1
Nagpur,2/15/12,Home,40,2012Q1
Nagpur,2/17/12,Home,30,2012Q1
Nagpur,2/19/12,Home,12,2012Q1
Nagpur,2/21/12,Home,44,2012Q1
Nagpur,2/23/12,Home,27,2012Q1
Nagpur,2/24/12,Home,68,2012Q1
Nagpur,2/25/12,Home,56,2012Q1
Nagpur,2/26/12,Home,32,2012Q1
Nagpur,2/27/12,Home,44,2012Q1
Nagpur,3/5/12,Home,10,2012Q1
Nagpur,3/6/12,Home,19,2012Q1
Nagpur,3/7/12,Home,22,2012Q1
Nagpur,3/8/12,Home,18,2012Q1
Nagpur,3/9/12,Home,40,2012Q1
Nagpur,3/10/12,Home,42,2012Q1
Nagpur,3/19/12,Home,66,2012Q1
Nagpur,3/20/12,Home,12,2012Q1
Nagpur,3/21/12,Home,19,2012Q1
Nagpur,3/22/12,Home,44,2012Q1
Nagpur,3/23/12,Home,17,2012Q1
Nagpur,3/24/12,Home,25,2012Q1
Nagpur,3/25/12,Home,30,2012Q1
Nagpur,3/26/12,Home,32,2012Q1
Nagpur,3/31/12,Home,28,2012Q1
Wardha,1/1/12,Car,22,2012Q1
Wardha,1/2/12,Car,52,2012Q1
Wardha,1/3/12,Car,98,2012Q1
Wardha,1/4/12,Car,23,2012Q1
Wardha,1/5/12,Car,79,2012Q1
Wardha,1/6/12,Car,78,2012Q1
Wardha,1/7/12,Car,97,2012Q1
Wardha,1/8/12,Car,71,2012Q1
Wardha,1/9/12,Car,98,2012Q1
Wardha,1/10/12,Car,2,2012Q1
Wardha,1/11/12,Car,36,2012Q1
Wardha,1/12/12,Car,21,2012Q1
Wardha,1/13/12,Car,26,2012Q1
Wardha,1/14/12,Car,75,2012Q1
Wardha,1/15/12,Car,64,2012Q1
Wardha,2/3/12,Car,36,2012Q1
Wardha,2/5/12,Car,61,2012Q1
Wardha,2/7/12,Car,25,2012Q1
Wardha,2/9/12,Car,47,2012Q1
Wardha,2/11/12,Car,96,2012Q1
Wardha,2/13/12,Car,4,2012Q1
Wardha,2/15/12,Car,20,2012Q1
Wardha,2/17/12,Car,75,2012Q1
Wardha,2/19/12,Car,6,2012Q1
Wardha,2/21/12,Car,31,2012Q1
Wardha,2/23/12,Car,64,2012Q1
Wardha,2/24/12,Car,26,2012Q1
Wardha,2/25/12,Car,93,2012Q1
Wardha,2/26/12,Car,47,2012Q1
Wardha,2/27/12,Car,38,2012Q1
Wardha,3/5/12,Car,92,2012Q1
Wardha,3/6/12,Car,64,2012Q1
Wardha,3/7/12,Car,64,2012Q1
Wardha,3/8/12,Car,12,2012Q1
Wardha,3/9/12,Car,92,2012Q1
Wardha,3/10/12,Car,58,2012Q1
Wardha,3/19/12,Car,9,2012Q1
Wardha,3/20/12,Car,72,2012Q1
Wardha,3/21/12,Car,92,2012Q1
Wardha,3/22/12,Car,39,2012Q1
Wardha,3/23/12,Car,58,2012Q1
Wardha,3/24/12,Car,40,2012Q1
Wardha,3/25/12,Car,97,2012Q1
Wardha,3/26/12,Car,24,2012Q1
Wardha,3/31/12,Car,20,2012Q1
Wardha,1/1/12,Home,53,2012Q1
Wardha,1/2/12,Home,89,2012Q1
Wardha,1/3/12,Home,85,2012Q1
Wardha,1/4/12,Home,42,2012Q1
Wardha,1/5/12,Home,91,2012Q1
Wardha,1/6/12,Home,4,2012Q1
Wardha,1/7/12,Home,18,2012Q1
Wardha,1/8/12,Home,25,2012Q1
Wardha,1/9/12,Home,18,2012Q1
Wardha,1/10/12,Home,95,2012Q1
Wardha,1/11/12,Home,18,2012Q1
Wardha,1/12/12,Home,64,2012Q1
Wardha,1/13/12,Home,32,2012Q1
Wardha,1/14/12,Home,5,2012Q1
Wardha,1/15/12,Home,56,2012Q1
Wardha,2/3/12,Home,88,2012Q1
Wardha,2/5/12,Home,16,2012Q1
Wardha,2/7/12,Home,38,2012Q1
Wardha,2/9/12,Home,51,2012Q1
Wardha,2/11/12,Home,98,2012Q1
Wardha,2/13/12,Home,36,2012Q1
Wardha,2/15/12,Home,49,2012Q1
Wardha,2/17/12,Home,74,2012Q1
Wardha,2/19/12,Home,48,2012Q1
Wardha,2/21/12,Home,1,2012Q1
Wardha,2/23/12,Home,50,2012Q1
Wardha,2/24/12,Home,64,2012Q1
Wardha,2/25/12,Home,4,2012Q1
Wardha,2/26/12,Home,74,2012Q1
Wardha,2/27/12,Home,14,2012Q1
Wardha,3/5/12,Home,69,2012Q1
Wardha,3/6/12,Home,100,2012Q1
Wardha,3/7/12,Home,4,2012Q1
Wardha,3/8/12,Home,12,2012Q1
Wardha,3/9/12,Home,57,2012Q1
Wardha,3/10/12,Home,96,2012Q1
Wardha,3/19/12,Home,36,2012Q1
Wardha,3/20/12,Home,42,2012Q1
Wardha,3/21/12,Home,14,2012Q1
Wardha,3/22/12,Home,32,2012Q1
Wardha,3/23/12,Home,26,2012Q1
Wardha,3/24/12,Home,21,2012Q1
Wardha,3/25/12,Home,100,2012Q1
Wardha,3/26/12,Home,73,2012Q1
Wardha,3/31/12,Home,78,2012Q1
Chandrapur,1/1/12,Car,23,2012Q1
Chandrapur,1/2/12,Car,21,2012Q1
Chandrapur,1/3/12,Car,16,2012Q1
Chandrapur,1/4/12,Car,96,2012Q1
Chandrapur,1/5/12,Car,56,2012Q1
Chandrapur,1/6/12,Car,42,2012Q1
Chandrapur,1/7/12,Car,1,2012Q1
Chandrapur,1/8/12,Car,65,2012Q1
Chandrapur,1/9/12,Car,78,2012Q1
Chandrapur,1/10/12,Car,23,2012Q1
Chandrapur,1/11/12,Car,31,2012Q1
Chandrapur,1/12/12,Car,83,2012Q1
Chandrapur,1/13/12,Car,29,2012Q1
Chandrapur,1/14/12,Car,37,2012Q1
Chandrapur,1/15/12,Car,71,2012Q1
Chandrapur,2/3/12,Car,5,2012Q1
Chandrapur,2/5/12,Car,45,2012Q1
Chandrapur,2/7/12,Car,24,2012Q1
Chandrapur,2/9/12,Car,49,2012Q1
Chandrapur,2/11/12,Car,15,2012Q1
Chandrapur,2/13/12,Car,90,2012Q1
Chandrapur,2/15/12,Car,89,2012Q1
Chandrapur,2/17/12,Car,25,2012Q1
Chandrapur,2/19/12,Car,8,2012Q1
Chandrapur,2/21/12,Car,62,2012Q1
Chandrapur,2/23/12,Car,44,2012Q1
Chandrapur,2/24/12,Car,73,2012Q1
Chandrapur,2/25/12,Car,17,2012Q1
Chandrapur,2/26/12,Car,84,2012Q1
Chandrapur,2/27/12,Car,85,2012Q1
Chandrapur,3/5/12,Car,16,2012Q1
Chandrapur,3/6/12,Car,83,2012Q1
Chandrapur,3/7/12,Car,39,2012Q1
Chandrapur,3/8/12,Car,83,2012Q1
Chandrapur,3/9/12,Car,29,2012Q1
Chandrapur,3/10/12,Car,40,2012Q1
Chandrapur,3/19/12,Car,94,2012Q1
Chandrapur,3/20/12,Car,38,2012Q1
Chandrapur,3/21/12,Car,63,2012Q1
Chandrapur,3/22/12,Car,78,2012Q1
Chandrapur,3/23/12,Car,41,2012Q1
Chandrapur,3/24/12,Car,93,2012Q1
Chandrapur,3/25/12,Car,87,2012Q1
Chandrapur,3/26/12,Car,80,2012Q1
Chandrapur,3/31/12,Car,5,2012Q1
Chandrapur,1/1/12,Home,3,2012Q1
Chandrapur,1/2/12,Home,67,2012Q1
Chandrapur,1/3/12,Home,51,2012Q1
Chandrapur,1/4/12,Home,26,2012Q1
Chandrapur,1/5/12,Home,71,2012Q1
Chandrapur,1/6/12,Home,2,2012Q1
Chandrapur,1/7/12,Home,29,2012Q1
Chandrapur,1/8/12,Home,92,2012Q1
Chandrapur,1/9/12,Home,69,2012Q1
Chandrapur,1/10/12,Home,9,2012Q1
Chandrapur,1/11/12,Home,61,2012Q1
Chandrapur,1/12/12,Home,40,2012Q1
Chandrapur,1/13/12,Home,50,2012Q1
Chandrapur,1/14/12,Home,81,2012Q1
Chandrapur,1/15/12,Home,90,2012Q1
Chandrapur,2/3/12,Home,40,2012Q1
Chandrapur,2/5/12,Home,93,2012Q1
Chandrapur,2/7/12,Home,67,2012Q1
Chandrapur,2/9/12,Home,37,2012Q1
Chandrapur,2/11/12,Home,72,2012Q1
Chandrapur,2/13/12,Home,20,2012Q1
Chandrapur,2/15/12,Home,71,2012Q1
Chandrapur,2/17/12,Home,27,2012Q1
Chandrapur,2/19/12,Home,70,2012Q1
Chandrapur,2/21/12,Home,3,2012Q1
Chandrapur,2/23/12,Home,77,2012Q1
Chandrapur,2/24/12,Home,20,2012Q1
Chandrapur,2/25/12,Home,27,2012Q1
Chandrapur,2/26/12,Home,40,2012Q1
Chandrapur,2/27/12,Home,52,2012Q1
Chandrapur,3/5/12,Home,31,2012Q1
Chandrapur,3/6/12,Home,19,2012Q1
Chandrapur,3/7/12,Home,1,2012Q1
Chandrapur,3/8/12,Home,25,2012Q1
Chandrapur,3/9/12,Home,78,2012Q1
Chandrapur,3/10/12,Home,82,2012Q1
Chandrapur,3/19/12,Home,17,2012Q1
Chandrapur,3/20/12,Home,56,2012Q1
Chandrapur,3/21/12,Home,8,2012Q1
Chandrapur,3/22/12,Home,59,2012Q1
Chandrapur,3/23/12,Home,50,2012Q1
Chandrapur,3/24/12,Home,51,2012Q1
Chandrapur,3/25/12,Home,72,2012Q1
Chandrapur,3/26/12,Home,20,2012Q1
Chandrapur,3/31/12,Home,85,2012Q1
Bhandara,1/1/12,Car,84,2012Q1
Bhandara,1/2/12,Car,34,2012Q1
Bhandara,1/3/12,Car,5,2012Q1
Bhandara,1/4/12,Car,79,2012Q1
Bhandara,1/5/12,Car,73,2012Q1
Bhandara,1/6/12,Car,42,2012Q1
Bhandara,1/7/12,Car,79,2012Q1
Bhandara,1/8/12,Car,79,2012Q1
Bhandara,1/9/12,Car,3,2012Q1
Bhandara,1/10/12,Car,3,2012Q1
Bhandara,1/11/12,Car,96,2012Q1
Bhandara,1/12/12,Car,32,2012Q1
Bhandara,1/13/12,Car,28,2012Q1
Bhandara,1/14/12,Car,61,2012Q1
Bhandara,1/15/12,Car,69,2012Q1
Bhandara,2/3/12,Car,97,2012Q1
Bhandara,2/5/12,Car,88,2012Q1
Bhandara,2/7/12,Car,62,2012Q1
Bhandara,2/9/12,Car,84,2012Q1
Bhandara,2/11/12,Car,27,2012Q1
Bhandara,2/13/12,Car,95,2012Q1
Bhandara,2/15/12,Car,75,2012Q1
Bhandara,2/17/12,Car,5,2012Q1
Bhandara,2/19/12,Car,53,2012Q1
Bhandara,2/21/12,Car,31,2012Q1
Bhandara,2/23/12,Car,49,2012Q1
Bhandara,2/24/12,Car,27,2012Q1
Bhandara,2/25/12,Car,40,2012Q1
Bhandara,2/26/12,Car,95,2012Q1
Bhandara,2/27/12,Car,31,2012Q1
Bhandara,3/5/12,Car,22,2012Q1
Bhandara,3/6/12,Car,13,2012Q1
Bhandara,3/7/12,Car,26,2012Q1
Bhandara,3/8/12,Car,20,2012Q1
Bhandara,3/9/12,Car,13,2012Q1
Bhandara,3/10/12,Car,54,2012Q1
Bhandara,3/19/12,Car,74,2012Q1
Bhandara,3/20/12,Car,58,2012Q1
Bhandara,3/21/12,Car,97,2012Q1
Bhandara,3/22/12,Car,62,2012Q1
Bhandara,3/23/12,Car,90,2012Q1
Bhandara,3/24/12,Car,12,2012Q1
Bhandara,3/25/12,Car,62,2012Q1
Bhandara,3/26/12,Car,1,2012Q1
Bhandara,3/31/12,Car,26,2012Q1
Bhandara,1/1/12,Home,83,2012Q1
Bhandara,1/2/12,Home,80,2012Q1
Bhandara,1/3/12,Home,82,2012Q1
Bhandara,1/4/12,Home,14,2012Q1
Bhandara,1/5/12,Home,3,2012Q1
Bhandara,1/6/12,Home,9,2012Q1
Bhandara,1/7/12,Home,74,2012Q1
Bhandara,1/8/12,Home,12,2012Q1
Bhandara,1/9/12,Home,17,2012Q1
Bhandara,1/10/12,Home,37,2012Q1
Bhandara,1/11/12,Home,74,2012Q1
Bhandara,1/12/12,Home,13,2012Q1
Bhandara,1/13/12,Home,78,2012Q1
Bhandara,1/14/12,Home,68,2012Q1
Bhandara,1/15/12,Home,85,2012Q1
Bhandara,2/3/12,Home,74,2012Q1
Bhandara,2/5/12,Home,85,2012Q1
Bhandara,2/7/12,Home,68,2012Q1
Bhandara,2/9/12,Home,56,2012Q1
Bhandara,2/11/12,Home,98,2012Q1
Bhandara,2/13/12,Home,96,2012Q1
Bhandara,2/15/12,Home,52,2012Q1
Bhandara,2/17/12,Home,45,2012Q1
Bhandara,2/19/12,Home,13,2012Q1
Bhandara,2/21/12,Home,1,2012Q1
Bhandara,2/23/12,Home,8,2012Q1
Bhandara,2/24/12,Home,63,2012Q1
Bhandara,2/25/12,Home,77,2012Q1
Bhandara,2/26/12,Home,42,2012Q1
Bhandara,2/27/12,Home,46,2012Q1
Bhandara,3/5/12,Home,45,2012Q1
Bhandara,3/6/12,Home,80,2012Q1
Bhandara,3/7/12,Home,65,2012Q1
Bhandara,3/8/12,Home,28,2012Q1
Bhandara,3/9/12,Home,46,2012Q1
Bhandara,3/10/12,Home,4,2012Q1
Bhandara,3/19/12,Home,3,2012Q1
Bhandara,3/20/12,Home,15,2012Q1
Bhandara,3/21/12,Home,46,2012Q1
Bhandara,3/22/12,Home,94,2012Q1
Bhandara,3/23/12,Home,72,2012Q1
Bhandara,3/24/12,Home,43,2012Q1
Bhandara,3/25/12,Home,34,2012Q1
Bhandara,3/26/12,Home,8,2012Q1
Bhandara,3/31/12,Home,94,2012Q1
Gadchiroli,1/1/12,Car,4,2012Q1
Gadchiroli,1/2/12,Car,48,2012Q1
Gadchiroli,1/3/12,Car,5,2012Q1
Gadchiroli,1/4/12,Car,58,2012Q1
Gadchiroli,1/5/12,Car,6,2012Q1
Gadchiroli,1/6/12,Car,33,2012Q1
Gadchiroli,1/7/12,Car,25,2012Q1
Gadchiroli,1/8/12,Car,18,2012Q1
Gadchiroli,1/9/12,Car,11,2012Q1
Gadchiroli,1/10/12,Car,10,2012Q1
Gadchiroli,1/11/12,Car,47,2012Q1
Gadchiroli,1/12/12,Car,71,2012Q1
Gadchiroli,1/13/12,Car,74,2012Q1
Gadchiroli,1/14/12,Car,6,2012Q1
Gadchiroli,1/15/12,Car,74,2012Q1
Gadchiroli,2/3/12,Car,48,2012Q1
Gadchiroli,2/5/12,Car,33,2012Q1
Gadchiroli,2/7/12,Car,24,2012Q1
Gadchiroli,2/9/12,Car,26,2012Q1
Gadchiroli,2/11/12,Car,94,2012Q1
Gadchiroli,2/13/12,Car,91,2012Q1
Gadchiroli,2/15/12,Car,28,2012Q1
Gadchiroli,2/17/12,Car,76,2012Q1
Gadchiroli,2/19/12,Car,68,2012Q1
Gadchiroli,2/21/12,Car,59,2012Q1
Gadchiroli,2/23/12,Car,30,2012Q1
Gadchiroli,2/24/12,Car,91,2012Q1
Gadchiroli,2/25/12,Car,11,2012Q1
Gadchiroli,2/26/12,Car,90,2012Q1
Gadchiroli,2/27/12,Car,75,2012Q1
Gadchiroli,3/5/12,Car,23,2012Q1
Gadchiroli,3/6/12,Car,15,2012Q1
Gadchiroli,3/7/12,Car,39,2012Q1
Gadchiroli,3/8/12,Car,19,2012Q1
Gadchiroli,3/9/12,Car,51,2012Q1
Gadchiroli,3/10/12,Car,87,2012Q1
Gadchiroli,3/19/12,Car,55,2012Q1
Gadchiroli,3/20/12,Car,51,2012Q1
Gadchiroli,3/21/12,Car,44,2012Q1
Gadchiroli,3/22/12,Car,61,2012Q1
Gadchiroli,3/23/12,Car,87,2012Q1
Gadchiroli,3/24/12,Car,85,2012Q1
Gadchiroli,3/25/12,Car,37,2012Q1
Gadchiroli,3/26/12,Car,74,2012Q1
Gadchiroli,3/31/12,Car,28,2012Q1
Gadchiroli,1/1/12,Home,79,2012Q1
Gadchiroli,1/2/12,Home,44,2012Q1
Gadchiroli,1/3/12,Home,90,2012Q1
Gadchiroli,1/4/12,Home,32,2012Q1
Gadchiroli,1/5/12,Home,38,2012Q1
Gadchiroli,1/6/12,Home,47,2012Q1
Gadchiroli,1/7/12,Home,34,2012Q1
Gadchiroli,1/8/12,Home,44,2012Q1
Gadchiroli,1/9/12,Home,72,2012Q1
Gadchiroli,1/10/12,Home,53,2012Q1
Gadchiroli,1/11/12,Home,99,2012Q1
Gadchiroli,1/12/12,Home,66,2012Q1
Gadchiroli,1/13/12,Home,74,2012Q1
Gadchiroli,1/14/12,Home,20,2012Q1
Gadchiroli,1/15/12,Home,39,2012Q1
Gadchiroli,2/3/12,Home,6,2012Q1
Gadchiroli,2/5/12,Home,44,2012Q1
Gadchiroli,2/7/12,Home,34,2012Q1
Gadchiroli,2/9/12,Home,2,2012Q1
Gadchiroli,2/11/12,Home,41,2012Q1
Gadchiroli,2/13/12,Home,5,2012Q1
Gadchiroli,2/15/12,Home,85,2012Q1
Gadchiroli,2/17/12,Home,45,2012Q1
Gadchiroli,2/19/12,Home,97,2012Q1
Gadchiroli,2/21/12,Home,68,2012Q1
Gadchiroli,2/23/12,Home,7,2012Q1
Gadchiroli,2/24/12,Home,88,2012Q1
Gadchiroli,2/25/12,Home,77,2012Q1
Gadchiroli,2/26/12,Home,22,2012Q1
Gadchiroli,2/27/12,Home,25,2012Q1
Gadchiroli,3/5/12,Home,19,2012Q1
Gadchiroli,3/6/12,Home,47,2012Q1
Gadchiroli,3/7/12,Home,34,2012Q1
Gadchiroli,3/8/12,Home,22,2012Q1
Gadchiroli,3/9/12,Home,28,2012Q1
Gadchiroli,3/10/12,Home,69,2012Q1
Gadchiroli,3/19/12,Home,67,2012Q1
Gadchiroli,3/20/12,Home,17,2012Q1
Gadchiroli,3/21/12,Home,17,2012Q1
Gadchiroli,3/22/12,Home,64,2012Q1
Gadchiroli,3/23/12,Home,39,2012Q1
Gadchiroli,3/24/12,Home,2,2012Q1
Gadchiroli,3/25/12,Home,27,2012Q1
Gadchiroli,3/26/12,Home,86,2012Q1
Gadchiroli,3/31/12,Home,26,2012Q1
Yavatmal,1/1/12,Car,54,2012Q1
Yavatmal,1/2/12,Car,61,2012Q1
Yavatmal,1/3/12,Car,29,2012Q1
Yavatmal,1/4/12,Car,16,2012Q1
Yavatmal,1/5/12,Car,63,2012Q1
Yavatmal,1/6/12,Car,90,2012Q1
Yavatmal,1/7/12,Car,67,2012Q1
Yavatmal,1/8/12,Car,71,2012Q1
Yavatmal,1/9/12,Car,33,2012Q1
Yavatmal,1/10/12,Car,42,2012Q1
Yavatmal,1/11/12,Car,50,2012Q1
Yavatmal,1/12/12,Car,91,2012Q1
Yavatmal,1/13/12,Car,1,2012Q1
Yavatmal,1/14/12,Car,46,2012Q1
Yavatmal,1/15/12,Car,51,2012Q1
Yavatmal,2/3/12,Car,59,2012Q1
Yavatmal,2/5/12,Car,23,2012Q1
Yavatmal,2/7/12,Car,86,2012Q1
Yavatmal,2/9/12,Car,93,2012Q1
Yavatmal,2/11/12,Car,77,2012Q1
Yavatmal,2/13/12,Car,61,2012Q1
Yavatmal,2/15/12,Car,87,2012Q1
Yavatmal,2/17/12,Car,49,2012Q1
Yavatmal,2/19/12,Car,88,2012Q1
Yavatmal,2/21/12,Car,96,2012Q1
Yavatmal,2/23/12,Car,81,2012Q1
Yavatmal,2/24/12,Car,44,2012Q1
Yavatmal,2/25/12,Car,88,2012Q1
Yavatmal,2/26/12,Car,19,2012Q1
Yavatmal,2/27/12,Car,68,2012Q1
Yavatmal,3/5/12,Car,44,2012Q1
Yavatmal,3/6/12,Car,12,2012Q1
Yavatmal,3/7/12,Car,99,2012Q1
Yavatmal,3/8/12,Car,87,2012Q1
Yavatmal,3/9/12,Car,30,2012Q1
Yavatmal,3/10/12,Car,8,2012Q1
Yavatmal,3/19/12,Car,48,2012Q1
Yavatmal,3/20/12,Car,47,2012Q1
Yavatmal,3/21/12,Car,1,2012Q1
Yavatmal,3/22/12,Car,21,2012Q1
Yavatmal,3/23/12,Car,34,2012Q1
Yavatmal,3/24/12,Car,87,2012Q1
Yavatmal,3/25/12,Car,49,2012Q1
Yavatmal,3/26/12,Car,35,2012Q1
Yavatmal,3/31/12,Car,36,2012Q1
Yavatmal,1/1/12,Home,9,2012Q1
Yavatmal,1/2/12,Home,13,2012Q1
Yavatmal,1/3/12,Home,97,2012Q1
Yavatmal,1/4/12,Home,81,2012Q1
Yavatmal,1/5/12,Home,73,2012Q1
Yavatmal,1/6/12,Home,54,2012Q1
Yavatmal,1/7/12,Home,59,2012Q1
Yavatmal,1/8/12,Home,52,2012Q1
Yavatmal,1/9/12,Home,20,2012Q1
Yavatmal,1/10/12,Home,20,2012Q1
Yavatmal,1/11/12,Home,58,2012Q1
Yavatmal,1/12/12,Home,25,2012Q1
Yavatmal,1/13/12,Home,32,2012Q1
Yavatmal,1/14/12,Home,74,2012Q1
Yavatmal,1/15/12,Home,27,2012Q1
Yavatmal,2/3/12,Home,59,2012Q1
Yavatmal,2/5/12,Home,31,2012Q1
Yavatmal,2/7/12,Home,86,2012Q1
Yavatmal,2/9/12,Home,82,2012Q1
Yavatmal,2/11/12,Home,56,2012Q1
Yavatmal,2/13/12,Home,80,2012Q1
Yavatmal,2/15/12,Home,86,2012Q1
Yavatmal,2/17/12,Home,66,2012Q1
Yavatmal,2/19/12,Home,88,2012Q1
Yavatmal,2/21/12,Home,66,2012Q1
Yavatmal,2/23/12,Home,6,2012Q1
Yavatmal,2/24/12,Home,66,2012Q1
Yavatmal,2/25/12,Home,15,2012Q1
Yavatmal,2/26/12,Home,75,2012Q1
Yavatmal,2/27/12,Home,49,2012Q1
Yavatmal,3/5/12,Home,5,2012Q1
Yavatmal,3/6/12,Home,34,2012Q1
Yavatmal,3/7/12,Home,74,2012Q1
Yavatmal,3/8/12,Home,43,2012Q1
Yavatmal,3/9/12,Home,36,2012Q1
Yavatmal,3/10/12,Home,27,2012Q1
Yavatmal,3/19/12,Home,12,2012Q1
Yavatmal,3/20/12,Home,97,2012Q1
Yavatmal,3/21/12,Home,55,2012Q1
Yavatmal,3/22/12,Home,50,2012Q1
Yavatmal,3/23/12,Home,72,2012Q1
Yavatmal,3/24/12,Home,86,2012Q1
Yavatmal,3/25/12,Home,31,2012Q1
Yavatmal,3/26/12,Home,92,2012Q1
Yavatmal,3/31/12,Home,35,2012Q1
Nagpur,7/10/12,Car,16,2012Q2
Nagpur,7/11/12,Car,17,2012Q2
Nagpur,7/12/12,Car,25,2012Q2
Nagpur,7/13/12,Car,30,2012Q2
Nagpur,7/14/12,Car,32,2012Q2
Nagpur,7/15/12,Car,28,2012Q2
Nagpur,7/16/12,Car,34,2012Q2
Nagpur,7/17/12,Car,40,2012Q2
Nagpur,7/18/12,Car,20,2012Q2
Nagpur,7/19/12,Car,25,2012Q2
Nagpur,7/20/12,Car,23,2012Q2
Nagpur,7/21/12,Car,45,2012Q2
Nagpur,7/22/12,Car,29,2012Q2
Nagpur,7/23/12,Car,19,2012Q2
Nagpur,7/24/12,Car,7,2012Q2
Nagpur,4/3/12,Car,32,2012Q2
Nagpur,4/5/12,Car,28,2012Q2
Nagpur,4/7/12,Car,34,2012Q2
Nagpur,4/9/12,Car,40,2012Q2
Nagpur,4/11/12,Car,20,2012Q2
Nagpur,4/13/12,Car,25,2012Q2
Nagpur,4/15/12,Car,23,2012Q2
Nagpur,4/17/12,Car,45,2012Q2
Nagpur,4/19/12,Car,29,2012Q2
Nagpur,4/21/12,Car,19,2012Q2
Nagpur,4/23/12,Car,7,2012Q2
Nagpur,4/25/12,Car,10,2012Q2
Nagpur,4/26/12,Car,13,2012Q2
Nagpur,4/27/12,Car,23,2012Q2
Nagpur,4/28/12,Car,45,2012Q2
Nagpur,5/1/12,Car,29,2012Q2
Nagpur,5/2/12,Car,19,2012Q2
Nagpur,5/3/12,Car,7,2012Q2
Nagpur,5/4/12,Car,10,2012Q2
Nagpur,5/5/12,Car,13,2012Q2
Nagpur,5/15/12,Car,12,2012Q2
Nagpur,5/16/12,Car,18,2012Q2
Nagpur,5/17/12,Car,25,2012Q2
Nagpur,5/18/12,Car,7,2012Q2
Nagpur,5/19/12,Car,25,2012Q2
Nagpur,5/24/12,Car,18,2012Q2
Nagpur,5/25/12,Car,15,2012Q2
Nagpur,5/26/12,Car,21,2012Q2
Nagpur,5/27/12,Car,22,2012Q2
Nagpur,5/28/12,Car,30,2012Q2
Nagpur,6/14/12,Car,19,2012Q2
Nagpur,6/15/12,Car,23,2012Q2
Nagpur,6/16/12,Car,20,2012Q2
Nagpur,6/17/12,Car,25,2012Q2
Nagpur,6/18/12,Car,23,2012Q2
Nagpur,6/19/12,Car,45,2012Q2
Nagpur,6/20/12,Car,29,2012Q2
Nagpur,6/21/12,Car,19,2012Q2
Nagpur,6/22/12,Car,7,2012Q2
Nagpur,6/23/12,Car,10,2012Q2
Nagpur,6/24/12,Car,13,2012Q2
Nagpur,6/25/12,Car,12,2012Q2
Nagpur,6/26/12,Car,18,2012Q2
Nagpur,6/27/12,Car,25,2012Q2
Nagpur,6/28/12,Car,7,2012Q2
Nagpur,7/10/12,Home,10,2012Q2
Nagpur,7/11/12,Home,19,2012Q2
Nagpur,7/12/12,Home,22,2012Q2
Nagpur,7/13/12,Home,18,2012Q2
Nagpur,7/14/12,Home,40,2012Q2
Nagpur,7/15/12,Home,42,2012Q2
Nagpur,7/16/12,Home,66,2012Q2
Nagpur,7/17/12,Home,12,2012Q2
Nagpur,7/18/12,Home,19,2012Q2
Nagpur,7/19/12,Home,44,2012Q2
Nagpur,7/20/12,Home,17,2012Q2
Nagpur,7/21/12,Home,25,2012Q2
Nagpur,7/22/12,Home,30,2012Q2
Nagpur,7/23/12,Home,32,2012Q2
Nagpur,7/24/12,Home,28,2012Q2
Nagpur,4/3/12,Home,15,2012Q2
Nagpur,4/5/12,Home,5,2012Q2
Nagpur,4/7/12,Home,18,2012Q2
Nagpur,4/9/12,Home,33,2012Q2
Nagpur,4/11/12,Home,67,2012Q2
Nagpur,4/13/12,Home,34,2012Q2
Nagpur,4/15/12,Home,18,2012Q2
Nagpur,4/17/12,Home,15,2012Q2
Nagpur,4/19/12,Home,21,2012Q2
Nagpur,4/21/12,Home,22,2012Q2
Nagpur,4/23/12,Home,30,2012Q2
Nagpur,4/25/12,Home,32,2012Q2
Nagpur,4/26/12,Home,28,2012Q2
Nagpur,4/27/12,Home,34,2012Q2
Nagpur,4/28/12,Home,12,2012Q2
Nagpur,5/1/12,Home,15,2012Q2
Nagpur,5/2/12,Home,21,2012Q2
Nagpur,5/3/12,Home,22,2012Q2
Nagpur,5/4/12,Home,18,2012Q2
Nagpur,5/5/12,Home,25,2012Q2
Nagpur,5/15/12,Home,7,2012Q2
Nagpur,5/16/12,Home,25,2012Q2
Nagpur,5/17/12,Home,40,2012Q2
Nagpur,5/18/12,Home,11,2012Q2
Nagpur,5/19/12,Home,2,2012Q2
Nagpur,5/24/12,Home,36,2012Q2
Nagpur,5/25/12,Home,45,2012Q2
Nagpur,5/26/12,Home,12,2012Q2
Nagpur,5/27/12,Home,54,2012Q2
Nagpur,5/28/12,Home,15,2012Q2
Nagpur,6/14/12,Home,17,2012Q2
Nagpur,6/15/12,Home,12,2012Q2
Nagpur,6/16/12,Home,10,2012Q2
Nagpur,6/17/12,Home,11,2012Q2
Nagpur,6/18/12,Home,15,2012Q2
Nagpur,6/19/12,Home,17,2012Q2
Nagpur,6/20/12,Home,12,2012Q2
