CUSTOMER_NAME,INVOICE_TO_ADDRESS1,INVOICE_TO_ADDRESS2,INVOICE_TO_ADDRESS3,INVOICE_TO_ADDRESS4,CITY,LAT,LON,State/Region,Zip/Postal Code,Country,CUSTOMER_NUMBER,ORDER_NUMBER,ORDER_BOOKED_DATE,ORDER_TYPE,LINE_TYPE,LINE_NUMBER,ORDERED_ITEM,ORDERED_QUANTITY,LINE_CREATION_DATE,UNIT_SELLING_PRICE,TOTAL_AMOUNT,SF_OPPORTUNITY#,ORDER_BOOKED_YEAR,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,18,SoftwareII-X090AB,1,1/24/11,"2,124","2,124",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,19,SoftwareII-X070,1,1/24/11,"48,912.20","48,912.20",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,20,SoftwareII-X070,1,1/24/11,"15,944","15,944",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,21,SoftwareII-X090AA,1,1/24/11,"3,250","3,250",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,22,SoftwareII-X090AB,1,1/24/11,"2,100","2,100",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,23,SoftwareII-X072,1,1/24/11,"1,300","1,300",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,24,SoftwareII-X070,1,1/24/11,"5,324","5,324",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,25,SoftwareII-X090AA,1,1/24/11,"3,250","3,250",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,26,SoftwareII-X090AB,1,1/24/11,996,996,,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,27,SoftwareII-X070,1,1/24/11,"6,324","6,324",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,28,SoftwareII-X090AA,1,1/24/11,"4,225","4,225",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,29,SoftwareII-X090AB,1,1/24/11,"1,350","1,350",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,30,SoftwareII-X072,1,1/24/11,300,300,,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,31,SoftwareII-X070,1,1/24/11,"21,944","21,944",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,32,SoftwareII-X090AA,1,1/24/11,"6,350","6,350",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,33,SoftwareII-X090AB,1,1/24/11,"4,480","4,480",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,34,SoftwareII-X072,1,1/24/11,"1,300","1,300",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,35,SoftwareII-X070,1,1/24/11,"21,555.20","21,555.20",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,36,SoftwareII-X090AA,1,1/24/11,"5,775","5,775",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,37,SoftwareII-X090AB,1,1/24/11,"3,186","3,186",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,38,SoftwareII-X072,1,1/24/11,"1,400","1,400",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,39,SoftwareII-X070,1,1/24/11,"13,583","13,583",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,40,SoftwareII-X090AA,1,1/24/11,"3,700","3,700",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,41,SoftwareII-X090AB,1,1/24/11,"2,832","2,832",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,42,SoftwareII-X072,1,1/24/11,"1,600","1,600",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,43,SoftwareII-X072,1,1/24/11,400,400,,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,44,SoftwareII-X070,1,1/24/11,"27,460","27,460",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,45,SoftwareII-X090AA,1,1/24/11,"3,000","3,000",,2011,,
Northrop,GSA Accounts Payable Branch (7BCPX) 299X,Po BOX 17181,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,11122,1/24/11,Project Software Contracts (Mixed),Services Line - ABC Inc.,46,SoftwareII-X090AB,1,1/24/11,"1,710","1,710",,2011,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,1,SoftwareII-X070,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,2,SoftwareII-X072,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,3,SoftwareII-X070,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,4,SoftwareII-X090AA,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,5,SoftwareII-X090AB,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,6,SoftwareII-X070,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,7,SoftwareII-X090AA,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,8,SoftwareII-X090AB,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,9,SoftwareII-X090AA,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,10,SoftwareII-X090AB,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,11,SoftwareII-X070,0,6/29/12,1,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,12,SoftwareII-X070,1,6/29/12,"161,432.74","161,432.74",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,13,SoftwareII-X072,1,6/29/12,"5,000","5,000",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,14,SoftwareII-X070,1,6/29/12,"25,360","25,360",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,15,SoftwareII-X090AA,1,6/29/12,"2,700","2,700",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,16,SoftwareII-X090AB,1,6/29/12,"2,800","2,800",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,17,SoftwareII-X070,1,6/29/12,"138,168","138,168",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,18,SoftwareII-X090AA,1,6/29/12,"11,100","11,100",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,19,SoftwareII-X090AB,1,6/29/12,"15,400","15,400",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,20,SoftwareII-X070,1,6/29/12,"27,894.38","27,894.38",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10336,6/29/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,21,SVC-1000,0,6/29/12,0,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,0,7/13/12,80,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,2,7/13/12,80,160,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,3,7/13/12,80,240,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,3,7/13/12,80,240,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,3,7/13/12,80,240,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,4,7/13/12,80,320,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,20,7/13/12,80,"1,600",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,SDS-KIT-B-102,0,7/13/12,"1,224",0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,SDS-KIT-B-102,2,7/13/12,"1,224","2,448",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,SDS-KIT-B-102,20,7/13/12,"1,224","24,480",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,0,7/13/12,"1,020",0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,1,7/13/12,"1,020","1,020",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,1,7/13/12,"1,020","1,020",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,2,7/13/12,"1,020","2,040",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,3,7/13/12,"1,020","3,060",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,3,7/13/12,"1,020","3,060",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,4,7/13/12,"1,020","4,080",,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,4,TAV-PDK-02,0,7/13/12,"26,000",0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,5,ST-654-001,0,7/13/12,70,0,,2012,,
Northrop,U.S. Department of the Interior-GovWorks,Submit Invoices To:  www.govpay.gov,,,Montreal,45.5,-73.55, Quebec, H3B 1X9, CA,1981,10353,7/13/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,6,SDS-KIT-B-107,0,7/13/12,"1,224",0,,2012,,
