"cocd","material","billT","qty","customer","profitctr","costctr","refdocno","inccc","crcy","inpclc","curr","account","postgdate","tc","intc"
"IN01","92-004","F2",1,1163952,"HTM",,9521083120,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","84-112","F2",1,1121393,"HTM",,9521083121,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","84-119","F2",1,1121393,"HTM",,9521083121,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","69-230","F2",1,1122242,"HTM",,9521083142,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","91-938","F2",1,1122242,"HTM",,9521083142,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-86-418","F2",1,1122242,"HTM",,9521083142,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-88-741","F2",1,1122242,"HTM",,9521083142,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-88-746","F2",1,1122242,"HTM",,9521083142,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","2-65-154","F2",1,1122242,"HTM",,9521083142,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-89-099","F2",1,1122242,"HTM",,9521083142,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-003","F2",1,1122242,"HTM",,9521083143,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","94-171","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","2-65-150","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","2-65-151","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","2-65-153","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-102","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","57-056","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","16-089","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-168","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","69-799","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","93-328","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-86-405","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-86-440","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-124","F2",1,1151030,"HTM",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","2-65-164","F2",1,1143891,"HTM",,9521083160,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-87-432","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-87-433","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","10-175","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","69-213","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","69-253","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-101","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-102","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-253","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","68-010","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-214","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-244","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-248","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-249","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-263","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-253","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-267","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-268","F2",1,1113258,"HTM",,9521083170,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-87-432","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","1-87-433","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","10-175","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","69-213","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","69-253","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-101","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-253","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","68-010","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","84-214","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-244","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-248","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-249","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-263","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-253","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-267","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","62-268","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","66-052","F2",1,1163547,"HTM",,9521083174,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","93-223","F2",1,1122342,"HTM",,9521083181,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-511","F2",1,1126198,"HTM",,9521083183,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-511","F2",1,1124233,"HTM",,9521083184,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","92-906","F2",1,1163371,"HTM",,9521083187,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-255","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-251","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-249","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-248","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-241","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","62-242","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","2-65-165","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","89-883","F2",1,1160958,"HTM",,9521083207,1,"INR",1,"USD",41011000,1/14/2013,"INR",1.00
"IN01","14-562","F2",1,1145013,"HTM",,9521083216,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","14-564","F2",1,1145013,"HTM",,9521083216,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","93-040","F2",1,1145013,"HTM",,9521083216,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","92-625","F2",1,1122277,"HTM",,9521083217,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","69-213","F2",1,1122277,"HTM",,9521083217,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","10-175","F2",1,1122277,"HTM",,9521083217,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","11-921H","F2",1,1122277,"HTM",,9521083217,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-192","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","92-906","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-243","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-242","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-245","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-268","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-251","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-269","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-252","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-249","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-253","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-255","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","91-933","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-181","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","92-005","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","68-010","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-84-369","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","84-168","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","42-072","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","84-214","F2",1,1160958,"HTM",,9521083218,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-87-434","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","69-213","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","84-096","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","84-105","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","84-272","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-93-302","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-93-303","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-93-304","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-93-306","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-93-308","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-93-309","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-347","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-348","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-182","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-194","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-172","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-198","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-170","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-171","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-186","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","2-65-166","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","89-516","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-86-214","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-86-414","F2",1,1113293,"HTM",,9521083219,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-150","F2",1,1122272,"HTM",,9521083220,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-152","F2",1,1122272,"HTM",,9521083220,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-156","F2",1,1122272,"HTM",,9521083220,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","68-010","F2",1,1122272,"HTM",,9521083220,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-149","F2",1,1122272,"HTM",,9521083220,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","94-155","F2",1,1122272,"HTM",,9521083220,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","1-87-036","F2",1,1122272,"HTM",,9521083220,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-242","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-243","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-244","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-245","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-246","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-249","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-250","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-251","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-256","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-257","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-258","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-259","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-260","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-261","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-262","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-263","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","62-264","F2",1,1163182,"HTM",,9521083242,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","10-099","F2",1,1164099,"HTM",,9521083253,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","10-189","F2",1,1164099,"HTM",,9521083253,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","89-883","F2",1,1164099,"HTM",,9521083253,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","1-87-432","F2",1,1164099,"HTM",,9521083253,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","93-223","F2",1,1164099,"HTM",,9521083253,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","69-213","F2",1,1160958,"HTM",,9521083286,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","62-248","F2",1,1160958,"HTM",,9521083286,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","62-254","F2",1,1160958,"HTM",,9521083286,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","68-010","F2",1,1160958,"HTM",,9521083286,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","1-86-508","F2",1,1160958,"HTM",,9521083286,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","92-905","F2",1,1120172,"HTM",,9521083290,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","10-189","F2",1,1120172,"HTM",,9521083290,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","11-921H","F2",1,1122348,"HTM",,9521083291,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-630","F2",1,1122348,"HTM",,9521083292,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","87-627","F2",1,1122348,"HTM",,9521083292,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","93-546","F2",1,1122348,"HTM",,9521083293,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","71-684","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-936","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-938","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-939","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-940","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-941","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-950","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-951","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-952","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-953","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-954","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-955","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-956","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-957","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-958","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-959","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-960","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","96-961","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","57-058","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","65-201","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","68-010","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","15-166","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-124","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-125","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","69-230","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-126","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-104","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","69-261","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-108","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-89-033","F2",1,1161682,"HTM",,9521083299,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-89-099","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-307","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-308","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-309","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","16-298","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-86-508","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-86-509","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-741","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-743","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-745","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-746","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-747","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-748","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-749","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-751","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-752","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-88-753","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-87-720","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","87-622","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","62-264","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","62-270","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-341","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-334","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-363","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","16-228","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","16-226","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","86-477","F2",1,1151026,"HTM",,9521083319,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","89-516","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-302","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-303","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-306","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-308","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-93-309","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","1-87-434","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-105","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","69-213","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-096","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","84-272","F2",1,1165080,"HTM",,9521083320,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
